id,result
3991748,0.05
3991751,0.01
3991766,0.0
3991779,0.19
3991814,0.0
3991817,0.013587093426603443
3991819,0.10229084802867754
3991829,0.0
3991832,0.0
3991842,0.024719796268957657
3991867,0.02
3991904,0.0
3991907,0.01
3991914,0.07
3991935,0.07050847457627119
3991940,0.03718376264737966
3991949,0.0
3991963,0.049014733038348954
3991965,0.06
3991994,0.09165777603866104
3992019,0.1635103610906139
3992025,0.34
3992033,0.0
3992034,0.0
3992042,0.10142294253270721
3992059,0.0
3992061,0.03795273277394507
3992069,0.06844725123549866
3992071,0.10108931369091899
3992088,0.06340812184335011
3992094,0.01
3992105,0.0
3992107,0.07984248689875534
3992111,0.0
3992115,0.02
3992119,0.0
3992143,0.01
3992149,0.05110987141142246
3992171,0.06145538070352182
3992186,0.013633264801015798
3992240,0.0
3992252,0.07
3992279,0.0
3992280,0.09
3992283,0.0
3992299,0.0
3992318,0.06619650993079274
3992327,0.03
3992340,0.0
3992360,0.027041124472104498
3992381,0.0
3992400,0.0
3992419,0.03
3992427,0.12
3992451,0.88
3992452,0.03
3992454,0.04
3992472,0.35
3992497,0.01
3992498,0.0
3992501,0.13
3992512,0.96
3992552,0.0
3992554,0.07
3992560,0.0
3992561,0.1
3992579,0.04123683227007628
3992587,0.07177149213965364
3992589,0.0
3992596,0.006184440046301295
3992613,0.0013334260289210233
3992627,0.0
3992629,0.2
3992635,0.11
3992636,0.0
3992637,0.0
3992641,0.02
3992653,0.0
3992656,0.39
3992671,0.08
3992693,0.0
3992697,0.0
3992700,0.0
3992734,0.13
3992757,0.04379835248490054
3992761,0.03
3992762,0.0
3992782,0.0203125
3992806,0.023017965898074574
3992811,0.0
3992817,0.08
3992820,0.01
3992830,0.05
3992833,0.023963739140468895
3992834,0.060718985897122366
3992844,0.08
3992846,0.060147058823529415
3992889,0.042130342601471485
3992925,0.0
3992935,0.0
3992958,0.014972198175192108
3993068,0.0
3993083,0.042893161584730014
3993098,0.5
3993101,0.12
3993107,0.03
3993113,0.0
3993143,0.022092363970723075
3993144,0.07209113253923237
3993154,0.04346423994165645
3993161,0.03386492164553168
3993167,0.031807679926831076
3993171,0.19
3993201,0.2516048593350384
3993222,0.06568724645396168
3993234,0.12
3993252,0.0
3993261,0.06
3993265,0.0
3993271,0.0
3993278,0.84
3993279,0.0
3993297,0.0
3993311,0.04
3993331,0.12223800865800864
3993335,0.0
3993338,0.0
3993345,0.0
3993367,0.0
3993379,0.0
3993382,0.4490968135375762
3993386,0.0
3993390,0.0
3993413,0.0
3993427,0.0
3993434,0.17
3993439,0.0
3993458,0.0
3993469,0.061269464376797214
3993475,0.010147058823529412
3993481,0.07
3993484,0.052399692517153575
3993487,0.0
3993526,0.0516179915466543
3993537,0.041945814571697555
3993539,0.0386694978295049
3993540,0.01
3993544,0.0
3993546,0.0
3993566,0.17
3993572,0.01
3993595,0.08594392423519538
3993598,0.006635928510907099
3993613,0.0529119111437934
3993638,0.017434416288540967
3993639,0.08
3993649,0.02
3993650,0.1494869418027873
3993654,0.08028070175438597
3993675,0.04194620253164556
3993685,0.03423102528780951
3993701,0.0
3993725,0.01
3993740,0.0
3993753,0.0
3993757,0.0
3993780,0.031426299045599154
3993824,0.007887010306919944
3993830,0.03
3993883,0.0
3993891,0.0
3993899,0.12
3993912,0.0
3993919,0.10647036692226738
3993955,0.03173402732440782
3993957,0.06775573894910719
3993960,0.14
3993964,0.011561619294504902
3993965,0.0
3993981,0.08
3993987,0.035340513690598416
3994027,0.01
3994031,0.04
3994033,0.0
3994041,0.26
3994045,0.02290558512644793
3994052,0.17443847081405903
3994061,0.69
3994065,0.060902303241658184
3994069,0.01
3994074,0.04
3994077,0.03494114241289155
3994081,0.08038590604026846
3994084,0.06656870906870907
3994096,0.08
3994102,0.02
3994106,0.08696915937275157
3994108,0.0
3994118,0.01204312936886466
3994121,0.042130875225537025
3994134,0.0
3994138,0.07855895721642456
3994158,0.0
3994160,0.0332704318936877
3994168,0.07468905351478869
3994173,0.1
3994181,0.0
3994245,0.0
3994268,0.02
3994271,0.022345112669792506
3994274,0.12
3994276,0.36
3994281,0.01
3994299,0.0
3994327,0.03
3994331,0.05168142115316959
3994354,0.0
3994395,0.0
3994398,0.0
3994399,0.01
3994408,0.01
3994416,0.18212362868055365
3994421,0.0
3994424,0.0003490502999985882
3994441,0.02716147440493043
3994456,0.002296461847272965
3994459,0.79
3994478,0.01
3994485,0.0
3994494,0.04333333333333333
3994523,0.0
3994551,0.47
3994560,0.09185990292186162
3994573,0.44
3994588,0.0
3994592,0.0
3994596,0.041944444444444444
3994598,0.05
3994606,0.04
3994621,0.04
3994638,0.021411878995924782
3994656,0.01
3994661,0.0
3994663,0.2
3994674,0.048584867767218674
3994679,0.0
3994701,0.10079470198675496
3994703,0.62
3994720,0.0
3994763,0.0
3994764,0.0
3994776,0.0
3994786,0.0
3994792,0.01
3994822,0.039221835075493615
3994830,0.0
3994841,0.05
3994843,0.10111728263191624
3994851,0.09048268568970462
3994852,0.04
3994871,0.0
3994897,0.025817511002081614
3994933,0.06
3994951,0.048681615959828665
3994962,0.0
3994968,0.02
3994979,0.0428629945463023
3994991,0.29
3995013,0.04021963824289406
3995035,0.0
3995038,0.0
3995046,0.0
3995063,0.0
3995065,0.005708923952007862
3995110,0.17
3995123,0.0
3995125,0.0
3995128,0.0
3995140,0.01
3995157,0.0
3995162,0.0
3995186,0.0
3995197,0.0
3995202,6.802721088435374e-05
3995203,0.14301833711160264
3995205,0.00014705882352941175
3995235,0.02
3995251,0.06
3995255,0.0016867287521204984
3995262,0.030978533100153288
3995265,0.02
3995304,0.028563864426840172
3995336,0.0
3995344,0.03
3995389,0.07321684618052186
3995427,0.0
3995437,0.055331926703320565
3995442,0.0
3995449,0.0
3995459,0.0
3995471,0.0
3995481,0.025834511359127853
3995518,0.03
3995531,0.41
3995547,0.09
3995558,0.0
3995583,0.0
3995596,0.1025
3995601,0.0
3995602,0.0
3995616,0.06
3995651,0.21
3995706,0.03151623646683465
3995719,0.08
3995730,0.0
3995734,0.08208345115507468
3995740,0.023274734175532923
3995751,0.0
3995774,0.0
3995793,0.08309438647865147
3995800,0.07043267256033213
3995824,0.03822896445912076
3995828,0.23
3995836,0.0
3995840,0.02
3995847,0.0
3995852,0.03571428571428571
3995863,0.71
3995864,0.0
3995903,0.10378105675070101
3995919,0.018149015000903667
3995932,0.030811276389884408
3995969,0.12275883838383839
3995984,0.121513786267796
3996011,0.0
3996020,0.061886442733675516
3996042,0.04
3996056,0.022257091813620393
3996067,0.1
3996082,0.0
3996090,0.03802204120704448
3996104,0.05
3996114,0.01
3996117,0.08
3996120,0.0
3996131,0.35
3996132,0.12
3996156,0.04591963823914554
3996161,0.0
3996172,0.0
3996177,0.44
3996192,0.0
3996195,0.01
3996206,0.14
3996243,0.0
3996258,0.0
3996269,0.0
3996322,0.0
3996328,0.07805904602825225
3996331,0.0
3996341,0.0
3996346,0.08
3996352,0.0
3996360,0.93
3996366,0.0
3996368,0.01
3996375,0.01
3996377,0.01
3996383,0.12463270061702487
3996414,0.0
3996422,0.025953055538172034
3996437,0.02
3996445,0.0
3996449,0.01
3996484,0.73
3996502,0.0
3996517,0.01
3996531,0.0463088040497568
3996538,0.02282175619171729
3996539,0.0
3996563,0.0
3996577,0.033155276285098595
3996592,0.0
3996603,0.07487609148205833
3996604,0.04918981024966712
3996623,0.02
3996625,0.14570747631996547
3996644,0.0
3996668,0.01
3996727,0.12219210769213851
3996733,0.06331954577460132
3996734,0.033262821900138205
3996742,0.0
3996747,0.12566566062804516
3996753,0.0
3996759,0.11
3996768,0.05418665544875215
3996772,0.51
3996777,0.01
3996780,0.04782110944180115
3996783,0.1044822674441135
3996786,0.08
3996794,0.04534667408969539
3996820,0.04353571508185406
3996832,0.43
3996838,0.040241171403962106
3996849,0.09616946700790031
3996859,0.14245570707613014
3996869,0.25
3996873,0.0
3996874,0.12
3996898,0.08
3996904,0.04025974025974026
3996936,0.06055084745762712
3996949,0.033979719769221865
3996963,0.0
3996975,0.06704144977201915
3996994,0.04430312181193749
3997005,0.1
3997021,0.04476831203686121
3997031,0.05047688069086072
3997041,0.6300203162850222
3997050,1.0
3997052,0.0
3997062,0.0
3997085,0.0
3997098,0.050458015267175575
3997102,0.1604985888993415
3997140,0.03
3997145,0.03
3997162,0.0
3997165,0.0
3997234,0.47
3997253,0.0
3997255,0.03593421747461847
3997270,0.0
3997282,0.04115399094707383
3997283,0.0
3997314,0.02691725325570867
3997325,0.04263989990900819
3997335,0.0
3997355,0.05
3997361,0.0012061295413599237
3997364,0.08
3997367,0.012455855496477406
3997372,0.034711017954251806
3997376,0.01
3997381,0.09075613275613276
3997389,0.0
3997401,0.0
3997417,0.030745774943352552
3997419,0.0
3997420,0.01
3997423,0.0
3997432,0.13047619047619047
3997440,0.05
3997441,0.0
3997444,0.0
3997456,0.0
3997476,0.11419732441471574
3997518,0.0
3997520,0.08054852320675106
3997526,0.05
3997560,0.01
3997561,0.0
3997565,0.0
3997567,0.01
3997570,0.012155113871272508
3997588,0.0
3997600,0.87
3997602,0.0
3997612,0.0
3997632,0.27
3997634,0.0537152919654635
3997677,0.06454708695676972
3997680,0.15
3997689,0.04713881604839327
3997696,0.0
3997712,0.03656417055098492
3997736,0.05
3997742,0.04
3997749,0.0
3997758,0.0001278772378516624
3997764,0.02
3997798,0.0
3997803,0.0
3997805,0.1608272162619989
3997829,0.02
3997830,0.10401995538980127
3997839,0.0
3997840,0.000425531914893617
3997849,0.04
3997857,0.0
3997876,0.0025715506014472034
3997877,0.0
3997902,0.030926587301587302
3997905,0.01
3997907,0.02611605472404954
3997919,0.01
3997930,0.0
3997939,0.0
3997955,0.0
3997957,0.33
3997966,0.03033803578184963
3997973,0.10039999999999999
3997979,0.04043478260869565
3998000,0.11042016806722689
3998019,0.01
3998028,0.0
3998030,0.03
3998031,0.0
3998034,0.06402618763671071
3998051,0.0
3998053,0.01
3998063,0.0
3998080,0.03457068618692073
3998086,0.03682470530541766
3998094,0.04286620668651955
3998122,0.023016966884277186
3998164,0.15455813528340454
3998168,0.0
3998169,0.0
3998176,0.07428571428571429
3998182,0.0
3998183,0.04024072383154407
3998186,0.0015216630457866467
3998195,0.19666216824111557
3998227,0.04072276737500476
3998238,0.0
3998241,0.0
3998262,0.0810897435897436
3998283,0.02360656573869634
3998285,0.05
3998287,0.024402637638890834
3998294,0.0
3998301,0.0
3998307,0.06
3998343,0.0437763338792784
3998354,0.0
3998409,0.0
3998410,0.04636064401179169
3998418,0.0
3998424,0.05015267175572519
3998432,0.01
3998433,0.0
3998457,0.01
3998459,0.7
3998467,0.25
3998478,0.02381319407437938
3998484,0.05307872218178658
3998490,0.01244114636601042
3998494,0.03901321048182425
3998495,0.036851785948124154
3998497,0.09270423935509779
3998505,0.02
3998514,0.016484748469238607
3998534,0.0
3998542,0.09636037185363555
3998571,0.0
3998601,0.18
3998607,0.0
3998610,0.1
3998612,0.11
3998614,0.03
3998615,0.035273918663792016
3998647,0.0
3998657,0.0
3998664,0.02
3998688,0.0
3998703,0.0
3998704,0.10652762050691007
3998707,0.01
3998711,0.1004201680672269
3998716,0.0
3998718,0.55
3998740,0.01
3998751,0.08
3998756,0.0
3998763,0.007677493042918284
3998766,0.0
3998772,0.04532900161687515
3998778,0.18
3998780,0.29
3998781,0.03914728089627562
3998790,0.64
3998810,0.54
3998811,0.0
3998815,0.05
3998819,0.0
3998823,0.35350824002894543
3998840,0.0
3998852,0.0
3998855,0.027515517640072856
3998856,0.26
3998867,0.0
3998870,0.05195672474667708
3998875,0.04
3998877,0.76
3998880,0.01
3998933,0.06
3998941,0.03
3998983,0.04345767028471755
3998986,0.0
3998992,0.02
3998998,0.32
3999009,0.04274406690955767
3999012,0.484
3999017,0.030399811721318386
3999021,0.0
3999033,0.02
3999037,0.12716761375188926
3999041,0.01647767979439134
3999042,0.07262906189753442
3999059,0.07577778380487261
3999060,0.8
3999066,0.38503942136295083
3999067,0.02
3999076,0.01
3999080,0.09585685202186353
3999100,0.000425531914893617
3999113,0.01
3999114,0.3
3999171,0.10658718971459241
3999183,0.02
3999195,0.0
3999202,0.21688811188811186
3999204,0.0
3999221,0.03340538786895973
3999222,0.0
3999233,0.11
3999257,0.0
3999276,0.02
3999277,0.021103398769180718
3999279,0.0
3999287,0.0
3999339,0.0
3999346,0.0
3999348,0.98
3999364,0.51
3999383,0.15
3999387,0.0
3999389,0.14
3999391,0.08020206591039672
3999404,0.0
3999415,0.0414516455230741
3999427,0.01
3999462,0.0
3999466,0.04084507042253521
3999469,0.0
3999474,0.0
3999530,0.1
3999547,0.01
3999568,0.0
3999571,0.011046287367405977
3999587,0.0
3999605,0.04590032388160675
3999642,0.04264680175102503
3999652,0.0
3999668,0.0
3999700,0.41
3999705,0.0
3999721,0.03276359199133801
3999722,0.0
3999727,0.0021391040772333367
3999788,0.07127130004593293
3999799,0.07615966936753658
3999806,0.38
3999820,0.1
3999846,0.0
3999847,0.0
3999850,0.09
3999852,0.03550703219553991
3999854,0.0
3999868,0.0
3999874,0.28
3999878,0.0
3999881,0.03
3999885,0.0
3999903,0.002
3999904,0.02
3999915,0.0
3999919,0.0
3999924,0.03
3999925,0.0
3999941,0.0
3999957,0.0
3999958,0.0
3999960,0.03333333333333333
3999961,0.06729519106241423
3999980,0.0
3999982,0.0
3999988,0.0
4000001,0.24
4000006,0.1
4000013,0.04181574571314627
4000019,0.01
4000031,0.14
4000044,0.06
4000051,0.03431609121909633
4000059,0.02
4000074,0.0
4000092,0.022106580545614138
4000119,0.032065719274708755
4000124,0.1
4000126,0.0
4000127,0.0
4000130,0.0
4000137,0.0
4000144,0.08
4000147,0.01
4000165,0.0
4000177,0.02
4000205,0.0018980627241407522
4000222,0.01
4000234,0.02150556520441173
4000252,0.031078277488275116
4000253,0.061231245036607776
4000261,0.54875
4000270,0.0
4000284,0.0
4000288,0.0425646959253138
4000336,0.0007796990080518868
4000344,0.0653970237023376
4000354,0.03158889340468288
4000357,0.024970919974150338
4000374,0.06218867924528302
4000420,0.0
4000426,0.1
4000431,0.0
4000448,0.0
4000456,0.02233433313014659
4000494,0.10009615384615385
4000498,0.0
4000508,0.14240392648287384
4000510,0.0
4000519,0.0
4000520,0.0
4000529,0.08060131974824486
4000536,0.0
4000546,0.11
4000557,0.04044906223546072
4000573,0.07869296677564176
4000577,0.0
4000587,0.26
4000595,0.0
4000610,0.01
4000630,0.03256802900485654
4000656,0.01
4000658,0.0
4000660,0.15485568760611204
4000680,0.0
4000683,0.015295678239779226
4000688,0.0
4000694,0.031845703600797554
4000699,0.09015267175572518
4000715,0.46
4000724,0.35056826749838693
4000726,0.0408603511637403
4000742,0.07347205539709158
4000746,0.026953468557607736
4000748,0.039365522489894944
4000759,0.147998681143418
4000763,0.13545026528918203
4000779,0.08
4000792,0.07209084173602615
4000799,0.0
4000808,0.003247520085177534
4000822,0.2162012987012987
4000827,0.14
4000828,0.08042016806722689
4000833,0.05
4000837,0.0
4000849,0.05499564779945386
4000857,0.01
4000876,0.015503234541626068
4000879,0.03516992790607818
4000883,0.11
4000899,0.01
4000964,0.0
4000978,0.05
4000980,0.06726169682291305
4000982,0.0
4000987,0.0024529386345664007
4000990,0.01
4001007,0.05706766917293234
4001036,0.43
4001075,0.01
4001076,0.0
4001079,0.16
4001081,0.17
4001085,0.0
4001086,0.061988916592838075
4001088,0.003476609484233185
4001104,0.0
4001119,0.58
4001122,0.05108923076701819
4001150,0.01078214217028884
4001151,0.0935771229291034
4001154,0.0
4001165,0.19864587789028174
4001169,0.05
4001184,0.12
4001190,0.04595185741241396
4001211,0.04802960091699365
4001218,0.0
4001232,0.01
4001235,0.05182867697991225
4001258,0.010626999985115555
4001267,0.06
4001280,0.0
4001295,0.0
4001299,0.02
4001331,0.0
4001335,0.060628571428571434
4001373,0.04978323631247531
4001398,0.0
4001399,0.44640931372549025
4001403,0.0
4001424,0.0
4001433,0.01
4001441,0.032922835502143324
4001443,0.04
4001461,0.030361702127659575
4001468,0.01
4001476,0.05268467427738682
4001480,0.5729314388151194
4001529,0.0
4001532,0.04
4001535,0.02303587007290556
4001536,0.08
4001562,0.0
4001566,0.0
4001606,0.0
4001613,0.0
4001617,0.023773604016431932
4001625,0.0
4001631,0.0
4001635,0.04286111773536614
4001653,0.06889290839770504
4001662,0.0
4001667,0.01780672578022564
4001684,0.037512326654180715
4001693,0.0
4001695,0.0
4001700,9.900990099009902e-05
4001720,0.030108108108108107
4001721,0.0
4001747,0.05188927406819252
4001757,0.06120940252420502
4001759,0.02643532448700322
4001760,0.02267913139535852
4001762,0.04
4001777,0.0
4001778,0.046810131748175
4001806,0.13
4001808,0.0
4001817,0.01
4001880,0.17033342218988223
4001900,0.040784340483998614
4001907,0.07636096202806553
4001918,0.37
4001929,0.14
4001943,0.05197905761982447
4001947,0.03
4001951,0.09
4001956,0.0
4001970,0.0
4001973,0.1
4001989,0.0
4001991,0.0
4002000,0.04707427120492261
4002061,0.29
4002062,0.05
4002076,0.32
4002096,0.04207105420079716
4002104,0.16
4002139,0.0
4002153,0.0
4002161,0.02
4002163,0.12
4002173,0.38
4002189,0.0932690139794257
4002205,0.04179642582050989
4002231,0.0
4002249,0.000222052067381317
4002260,0.0035057751654989284
4002261,0.011005701923112154
4002265,0.03123004045135193
4002288,0.0105381556052697
4002302,0.01665663416445323
4002321,0.025758664902586947
4002328,0.0
4002330,0.18
4002333,0.08142857142857142
4002334,0.28
4002341,0.0
4002344,0.012072652427865043
4002361,0.0
4002371,0.12
4002413,0.0
4002414,0.011412290631830644
4002418,0.0
4002434,0.13660540137284272
4002435,0.03045564323126732
4002456,0.016959715223614006
4002463,0.05
4002468,0.02
4002470,0.0
4002472,0.02194893124120064
4002477,0.0011979299581351696
4002488,0.89
4002511,0.09
4002514,0.0
4002538,0.0
4002557,0.05
4002569,0.03196538878908344
4002575,0.021473404870695177
4002603,0.05220922364263299
4002605,0.0
4002607,0.08
4002610,0.04
4002615,0.016399012939077903
4002633,0.0
4002640,0.02
4002650,0.0
4002656,0.12
4002661,0.12
4002666,0.0
4002668,0.21227272727272728
4002679,0.012372165546851322
4002689,0.01
4002697,0.014000538203497384
4002713,0.62
4002734,0.0
4002737,0.04
4002779,0.0
4002792,0.0038490313977977224
4002825,0.0
4002829,0.0
4002830,0.12
4002832,0.02
4002837,0.042677504972943314
4002856,0.05
4002857,0.22
4002883,0.1
4002904,0.0
4002906,0.031458229208923355
4002937,0.11
4002951,0.05590120059385097
4002961,0.5
4002990,0.02022205206738132
4002994,0.06304128367226663
4003002,0.0
4003013,0.0
4003014,0.0
4003023,0.06
4003031,0.2651305483028721
4003066,0.01
4003070,0.0
4003088,0.033837806770728444
4003097,0.08
4003120,0.0
4003151,0.93
4003153,0.0
4003171,0.16
4003202,0.044850586967477
4003208,0.02097340227388349
4003212,0.0
4003226,0.0
4003232,0.19
4003257,0.033587172566456755
4003262,0.07731714988308791
4003264,0.18792949686427945
4003270,0.07
4003279,0.03491927619741916
4003288,0.0525
4003303,0.0
4003310,0.0
4003319,0.09
4003334,0.017982945042542376
4003336,0.01488167256411017
4003359,0.01
4003368,0.03
4003376,0.0
4003377,0.060136986301369856
4003392,0.01
4003402,0.02
4003404,0.20931496937715224
4003416,0.0
4003418,0.0
4003421,0.020557292036279012
4003422,0.014872613284673604
4003426,0.05288058595395337
4003428,0.0
4003435,0.0
4003441,0.0
4003445,0.05678100186428991
4003449,0.010805161536020862
4003456,0.1
4003462,0.0
4003466,0.05057185757185757
4003514,0.0
4003533,0.01
4003547,0.07564031636013233
4003552,0.0
4003563,0.0
4003572,0.041175314845234644
4003578,0.0
4003580,0.0
4003590,0.0
4003595,0.02
4003615,0.07642896666682625
4003616,0.48
4003618,0.16
4003622,0.01
4003623,0.0
4003640,0.1375537305651022
4003644,0.2613900427214863
4003645,0.01
4003649,0.0
4003662,0.07
4003673,0.00522985411823306
4003674,0.050175438596491234
4003689,0.0
4003691,0.0
4003698,0.2150721343873518
4003704,0.04467338676040922
4003705,0.02123352165725047
4003727,0.17020833333333335
4003735,0.03031914893617021
4003767,0.0
4003777,0.06
4003789,0.0
4003793,0.011228592677958832
4003801,0.09674755363818303
4003811,0.04253771646557855
4003832,0.08
4003846,0.0
4003854,0.0
4003864,0.03493035458815817
4003897,0.05205773079138486
4003906,0.01
4003907,0.0
4003922,0.0
4003938,0.021465862613013132
4003943,0.0
4003944,0.66
4003959,0.04
4003961,0.0
4003979,0.03
4003989,0.01
4003994,0.02
4004006,0.0
4004030,0.021255653825385676
4004042,0.0
4004044,0.1
4004063,0.03487842942520214
4004065,0.02
4004072,0.0
4004074,0.0
4004082,0.05
4004085,0.034298444025902444
4004089,0.04
4004091,0.0
4004120,0.05
4004127,0.052638107957015415
4004139,0.08408693818147875
4004164,0.0
4004186,0.0
4004191,0.020610672436017854
4004192,0.0
4004199,0.3141818181818182
4004204,0.3176818181818182
4004242,0.02
4004256,0.040413127413127414
4004257,0.0
4004261,0.0443786876395106
4004289,0.0
4004290,0.052924511947319085
4004314,0.021696687306990863
4004330,0.04361387460479551
4004334,0.0
4004338,0.05
4004350,0.051746302811178896
4004352,0.5
4004391,0.06288385737294803
4004402,0.07087865230547274
4004405,0.06325602060803324
4004407,0.062429344404903546
4004440,0.0
4004455,0.78
4004456,0.01
4004476,0.0
4004483,0.01
4004485,0.01
4004502,0.17
4004536,0.0
4004551,0.03
4004556,0.13
4004567,0.0
4004584,0.08046875
4004596,0.0811111111111111
4004599,0.04234411645325448
4004603,0.27
4004608,0.0
4004634,0.07
4004677,0.38
4004687,0.71
4004689,0.11894113166589287
4004690,0.0
4004697,0.01
4004703,0.03
4004739,0.21
4004742,0.0
4004751,0.0
4004762,0.02174123011229436
4004763,0.07
4004790,0.02
4004793,0.0
4004795,0.0
4004837,0.31
4004850,0.0
4004860,0.0015513850385669176
4004874,0.031616792238878234
4004921,0.0
4004933,0.05407304365941228
4004961,0.017244010342551918
4004974,0.07
4004979,0.0
4004996,0.01
4004999,0.15
4005030,0.0
4005044,0.06174603174603174
4005049,0.25
4005061,0.69
4005068,0.000222052067381317
4005070,0.03
4005075,0.058128582234090447
4005079,0.56
4005088,0.01
4005090,0.10358543417366947
4005092,0.03
4005098,0.16
4005101,0.04681149874681027
4005112,0.01
4005114,0.35
4005117,0.0
4005118,0.14
4005132,0.0
4005145,0.0
4005147,0.0
4005170,0.07
4005175,0.0
4005185,0.02
4005220,0.01
4005235,0.0
4005244,0.05
4005261,0.004635808082103577
4005264,0.0
4005272,0.0
4005291,0.33
4005293,0.0
4005309,0.05
4005316,0.0
4005338,0.01
4005340,0.00013071895424836603
4005350,0.07133031660135597
4005364,0.0
4005382,0.0
4005383,0.04814473290965296
4005399,0.74
4005416,0.0
4005432,0.0
4005435,0.049456444442031317
4005445,0.87
4005456,0.085
4005469,0.03
